0,n,neutron,1,1.00866491597
95,Am,americium,243,243.0613727
95,Am,americium,244,244.0642794
95,Am,americium,245,245.066445
95,Am,americium,246,246.069768
95,Am,americium,247,247.07209
95,Am,americium,248,248.07575
95,Am,americium,249,249.07848
96,Cm,curium,233,233.0508
96,Cm,curium,234,234.05024
96,Cm,curium,235,235.05159
96,Cm,curium,236,236.05141
96,Cm,curium,237,237.05289
96,Cm,curium,238,238.05302
96,Cm,curium,239,239.05495
96,Cm,curium,240,240.055519
96,Cm,curium,241,241.0576467
96,Cm,curium,242,242.0588293
96,Cm,curium,243,243.0613822
96,Cm,curium,244,244.0627463
96,Cm,curium,245,245.0654856
96,Cm,curium,246,246.0672176
96,Cm,curium,247,247.070347
96,Cm,curium,248,248.072342
96,Cm,curium,249,249.075947
96,Cm,curium,250,250.078351
96,Cm,curium,251,251.082278
96,Cm,curium,252,252.08487
97,Bk,berkelium,235,235.05658
97,Bk,berkelium,236,236.05733
97,Bk,berkelium,237,237.05713
97,Bk,berkelium,238,238.05827
97,Bk,berkelium,239,239.05836
97,Bk,berkelium,240,240.05975
97,Bk,berkelium,241,241.06022
97,Bk,berkelium,242,242.06205
97,Bk,berkelium,243,243.063002
97,Bk,berkelium,244,244.065168
97,Bk,berkelium,245,245.0663554
97,Bk,berkelium,246,246.06867
97,Bk,berkelium,247,247.070299
97,Bk,berkelium,248,248.07308
97,Bk,berkelium,249,249.07498
97,Bk,berkelium,250,250.078311
97,Bk,berkelium,251,251.080753
97,Bk,berkelium,252,252.0843
97,Bk,berkelium,253,253.08688
97,Bk,berkelium,254,254.0906
98,Cf,californium,237,237.06207
98,Cf,californium,238,238.06141
98,Cf,californium,239,239.06258
98,Cf,californium,240,240.0623
98,Cf,californium,241,241.06372
98,Cf,californium,242,242.06369
98,Cf,californium,243,243.06542
98,Cf,californium,244,244.06599
98,Cf,californium,245,245.06804
98,Cf,californium,246,246.0687988
98,Cf,californium,247,247.070992
98,Cf,californium,248,248.072178
98,Cf,californium,249,249.074847
98,Cf,californium,250,250.0764
98,Cf,californium,251,251.07958
98,Cf,californium,252,252.08162
98,Cf,californium,253,253.085127
98,Cf,californium,254,254.087316
98,Cf,californium,255,255.09104
98,Cf,californium,256,256.09344
99,Es,einsteinium,240,240.06892
99,Es,einsteinium,241,241.06866
99,Es,einsteinium,242,242.0697
99,Es,einsteinium,243,243.06963
99,Es,einsteinium,244,244.07097
99,Es,einsteinium,245,245.07132
99,Es,einsteinium,246,246.07297
99,Es,einsteinium,247,247.07365
99,Es,einsteinium,248,248.07546
99,Es,einsteinium,249,249.07641
99,Es,einsteinium,250,250.07865
99,Es,einsteinium,251,251.079984
99,Es,einsteinium,252,252.08297
99,Es,einsteinium,253,253.084818
99,Es,einsteinium,254,254.088016
99,Es,einsteinium,255,255.090266
99,Es,einsteinium,256,256.09359
99,Es,einsteinium,257,257.09598
100,Fm,fermium,242,242.07343
100,Fm,fermium,243,243.07451
100,Fm,fermium,244,244.07408
100,Fm,fermium,245,245.07538
100,Fm,fermium,246,246.07528
100,Fm,fermium,247,247.07682
100,Fm,fermium,248,248.077184
100,Fm,fermium,249,249.07902
100,Fm,fermium,250,250.079515
100,Fm,fermium,251,251.081566
100,Fm,fermium,252,252.08246
100,Fm,fermium,253,253.085176
100,Fm,fermium,254,254.086848
100,Fm,fermium,255,255.089955
100,Fm,fermium,256,256.091767
100,Fm,fermium,257,257.095099
100,Fm,fermium,258,258.09707
100,Fm,fermium,259,259.10059
101,Md,mendelevium,245,245.08102
101,Md,mendelevium,246,246.08193
101,Md,mendelevium,247,247.0818
101,Md,mendelevium,248,248.08291
101,Md,mendelevium,249,249.083
101,Md,mendelevium,250,250.08449
101,Md,mendelevium,251,251.08492
101,Md,mendelevium,252,252.08663
101,Md,mendelevium,253,253.08728
101,Md,mendelevium,254,254.08973
101,Md,mendelevium,255,255.091075
101,Md,mendelevium,256,256.09405
101,Md,mendelevium,257,257.095535
101,Md,mendelevium,258,258.098425
101,Md,mendelevium,259,259.1005
101,Md,mendelevium,260,260.10365
102,No,nobelium,249,249.08782
102,No,nobelium,250,250.08749
102,No,nobelium,251,251.08896
102,No,nobelium,252,252.088966
102,No,nobelium,253,253.09065
102,No,nobelium,254,254.090949
102,No,nobelium,255,255.093232
102,No,nobelium,256,256.094276
102,No,nobelium,257,257.09685
102,No,nobelium,258,258.0982
102,No,nobelium,259,259.10102
102,No,nobelium,260,260.10264
102,No,nobelium,261,261.10574
102,No,nobelium,262,262.10752
103,Lr,lawrencium,251,251.09436
103,Lr,lawrencium,252,252.09533
103,Lr,lawrencium,253,253.09526
103,Lr,lawrencium,254,254.09659
103,Lr,lawrencium,255,255.09677
103,Lr,lawrencium,256,256.09876
103,Lr,lawrencium,257,257.09961
103,Lr,lawrencium,258,258.10188
103,Lr,lawrencium,259,259.10299
103,Lr,lawrencium,260,260.10557
103,Lr,lawrencium,261,261.10694
103,Lr,lawrencium,262,262.10969
103,Lr,lawrencium,263,263.11139
104,Rf,rutherfordium,253,253.10068
104,Rf,rutherfordium,254,254.10017
104,Rf,rutherfordium,255,255.10149
104,Rf,rutherfordium,256,256.10118
104,Rf,rutherfordium,257,257.10307
104,Rf,rutherfordium,258,258.10357
104,Rf,rutherfordium,259,259.10563
104,Rf,rutherfordium,260,260.10643
104,Rf,rutherfordium,261,261.10875
104,Rf,rutherfordium,262,262.10992
104,Rf,rutherfordium,263,263.11254
104,Rf,rutherfordium,264,264.11398
105,Db,dubnium,255,255.1074
105,Db,dubnium,256,256.10811
105,Db,dubnium,257,257.10786
105,Db,dubnium,258,258.10944
105,Db,dubnium,259,259.10972
105,Db,dubnium,260,260.11143
105,Db,dubnium,261,261.11211
105,Db,dubnium,262,262.11415
105,Db,dubnium,263,263.11508
105,Db,dubnium,264,264.11747
105,Db,dubnium,265,265.11866
106,Sg,seaborgium,258,258.11315
106,Sg,seaborgium,259,259.11465
106,Sg,seaborgium,260,260.11444
106,Sg,seaborgium,261,261.1162
106,Sg,seaborgium,262,262.11648
106,Sg,seaborgium,263,263.11831
106,Sg,seaborgium,264,264.11892
106,Sg,seaborgium,265,265.12107
106,Sg,seaborgium,266,266.12193
107,Bh,bohrium,260,260.1218
107,Bh,bohrium,261,261.1218
107,Bh,bohrium,262,262.12301
107,Bh,bohrium,263,263.12315
107,Bh,bohrium,264,264.12473
107,Bh,bohrium,265,265.1252
107,Bh,bohrium,266,266.12701
107,Bh,bohrium,267,267.12774
